Fiscal_Year,Week_Index,Season,Partner,Category,Planned_Units,Allocated_Units,Backorder_Units,Actual_Units,Actual_Revenue,Actual_GM_Dollars,Avg_Fill_Rate,Avg_Forecast_Accuracy,Avg_Markdown_Rate,Actual_GM_Pct
2025,89,Fall,NuOrder_Direct,Seasonal Capsule,10,9,1,9,560.96,231.44,0.875,0.83325,0.12275,0.413
2025,89,Fall,NuOrder_Direct,Tops & Blouses,26,22,4,22,792.06,399.65999999999997,0.823857142857143,0.8095714285714285,0.17214285714285715,0.505
2025,89,Fall,NuOrder_Direct,Women's Denim,26,20,6,20,938.44,407.72999999999996,0.70825,0.680875,0.18462499999999998,0.434
2025,89,Fall,Zappos,Accessories,12,0,12,0,0.0,0.0,0.0,0.0,0.17275000000000001,
2025,89,Fall,Zappos,Activewear,12,0,12,0,0.0,0.0,0.0,0.0,0.1967142857142857,
2025,89,Fall,Zappos,Aerie Intimates,23,9,14,9,273.96,155.07,0.25,0.25,0.16875,0.566
2025,89,Fall,Zappos,Graphic Tees,10,0,10,0,0.0,0.0,0.0,0.0,0.171,
2025,89,Fall,Zappos,Loungewear,1,0,1,0,0.0,0.0,0.0,0.0,0.199,
2025,89,Fall,Zappos,Men's Denim,19,0,19,0,0.0,0.0,0.0,0.0,0.18,
2025,89,Fall,Zappos,Outerwear,8,0,8,0,0.0,0.0,0.0,0.0,0.16799999999999998,
2025,89,Fall,Zappos,Seasonal Capsule,12,7,5,7,254.26,110.89999999999999,0.75,0.75,0.086,0.436
2025,89,Fall,Zappos,Tops & Blouses,3,0,3,0,0.0,0.0,0.0,0.0,0.165,
2025,89,Fall,Zappos,Women's Denim,10,0,10,0,0.0,0.0,0.0,0.0,0.18766666666666668,
2025,90,Fall,Amazon,Accessories,40,5,35,5,56.85,28.2,0.07583333333333334,0.06949999999999999,0.17833333333333334,0.496
2025,90,Fall,Amazon,Activewear,36,0,36,0,0.0,0.0,0.0,0.0,0.19099999999999998,
2025,90,Fall,Amazon,Aerie Intimates,50,0,50,0,0.0,0.0,0.0,0.0,0.184,
2025,90,Fall,Amazon,Graphic Tees,103,4,99,4,95.48,54.24,0.022222222222222223,0.024666666666666667,0.1781111111111111,0.568
2025,90,Fall,Amazon,Loungewear,54,2,52,2,37.42,15.44,0.04766666666666666,0.041666666666666664,0.19183333333333333,0.413
2025,90,Fall,Amazon,Men's Denim,71,3,68,3,176.19,72.12,0.037000000000000005,0.037000000000000005,0.18066666666666664,0.409
2025,90,Fall,Amazon,Outerwear,35,0,35,0,0.0,0.0,0.0,0.0,0.17066666666666666,
2025,90,Fall,Amazon,Seasonal Capsule,18,15,3,15,866.51,381.7,0.8125,0.71875,0.08399999999999999,0.441
2025,90,Fall,Amazon,Tops & Blouses,109,0,109,0,0.0,0.0,0.0,0.0,0.1845,
2025,90,Fall,Amazon,Women's Denim,35,1,34,1,50.92,23.88,0.013833333333333335,0.016666666666666666,0.17366666666666666,0.469
2025,90,Fall,Macy's,Accessories,47,18,29,17,356.8,198.93,0.3901,0.3453,0.17809999999999998,0.558
2025,90,Fall,Macy's,Activewear,49,12,37,11,526.58,243.89,0.1875,0.1875,0.182625,0.463
2025,90,Fall,Macy's,Aerie Intimates,66,2,64,2,55.400000000000006,27.7,0.040125,0.034625,0.184625,0.5
2025,90,Fall,Macy's,Graphic Tees,48,27,21,27,433.56,233.64,0.4831111111111111,0.4822222222222222,0.18244444444444444,0.539
2025,90,Fall,Macy's,Loungewear,53,12,41,11,466.85,233.77,0.16363636363636364,0.1369090909090909,0.1952727272727273,0.501
2025,90,Fall,Macy's,Men's Denim,51,19,32,19,972.3499999999999,426.01,0.3854285714285714,0.3775,0.17442857142857143,0.438
2025,90,Fall,Macy's,Outerwear,25,18,7,17,1167.6,401.11,0.506,0.469,0.17625,0.344
2025,90,Fall,Macy's,Seasonal Capsule,29,24,5,24,1274.5,562.0,0.7618571428571429,0.7194285714285714,0.09999999999999999,0.441
2025,90,Fall,Macy's,Tops & Blouses,111,60,51,59,1812.01,866.09,0.365,0.362,0.1608888888888889,0.478
2025,90,Fall,Macy's,Women's Denim,35,8,27,8,333.02,154.6,0.27299999999999996,0.2778333333333333,0.1865,0.464
2025,90,Fall,Nordstrom,Accessories,15,0,15,0,0.0,0.0,0.0,0.0,0.17614285714285716,
2025,90,Fall,Nordstrom,Activewear,21,2,19,2,102.14,47.7,0.07142857142857142,0.07142857142857142,0.18571428571428572,0.467
2025,90,Fall,Nordstrom,Aerie Intimates,35,18,17,18,513.55,277.95000000000005,0.23333333333333334,0.22966666666666669,0.17833333333333334,0.541
2025,90,Fall,Nordstrom,Graphic Tees,23,10,13,9,217.17,124.38,0.16666666666666666,0.13633333333333333,0.169,0.573
2025,90,Fall,Nordstrom,Loungewear,18,0,18,0,0.0,0.0,0.0,0.0,0.197,
2025,90,Fall,Nordstrom,Men's Denim,37,6,31,6,364.44,173.22,0.08333333333333333,0.07141666666666667,0.18041666666666667,0.475
2025,90,Fall,Nordstrom,Outerwear,20,0,20,0,0.0,0.0,0.0,0.0,0.16825,
2025,90,Fall,Nordstrom,Seasonal Capsule,13,10,3,10,554.94,251.12,0.8,0.8,0.1052,0.453
2025,90,Fall,Nordstrom,Tops & Blouses,69,17,52,17,503.31,238.67000000000002,0.15975,0.1785,0.176,0.474
2025,90,Fall,Nordstrom,Women's Denim,7,0,7,0,0.0,0.0,0.0,0.0,0.18033333333333335,
2025,90,Fall,NuOrder_Direct,Accessories,14,11,3,11,212.93,107.9,0.8428000000000001,0.8428000000000001,0.1792,0.507
2025,90,Fall,NuOrder_Direct,Activewear,25,23,2,22,983.03,468.12,0.921875,0.90625,0.177875,0.476
2025,90,Fall,NuOrder_Direct,Aerie Intimates,48,29,19,27,683.09,339.51,0.7232999999999999,0.7057,0.1813,0.497
2025,90,Fall,NuOrder_Direct,Graphic Tees,8,6,2,6,112.38,57.53,0.79175,0.79175,0.17375000000000002,0.512
2025,90,Fall,NuOrder_Direct,Loungewear,22,18,4,18,559.24,269.32,0.84375,0.84375,0.188625,0.482
2025,90,Fall,NuOrder_Direct,Men's Denim,28,23,5,23,1127.83,471.40999999999997,0.8929,0.8929,0.1816,0.418
2025,90,Fall,NuOrder_Direct,Outerwear,7,7,0,7,597.1700000000001,220.72,1.0,1.0,0.16366666666666665,0.37
2025,90,Fall,NuOrder_Direct,Seasonal Capsule,4,4,0,4,154.69,69.44,1.0,1.0,0.044,0.449
2025,90,Fall,NuOrder_Direct,Tops & Blouses,26,24,2,23,808.36,403.01,0.7857142857142857,0.7142857142857143,0.17671428571428574,0.499
2025,90,Fall,NuOrder_Direct,Women's Denim,25,20,5,19,904.26,396.45,0.757,0.733375,0.181875,0.438
2025,90,Fall,Zappos,Accessories,12,0,12,0,0.0,0.0,0.0,0.0,0.1875,
2025,90,Fall,Zappos,Activewear,9,0,9,0,0.0,0.0,0.0,0.0,0.195,
2025,90,Fall,Zappos,Aerie Intimates,19,8,11,8,238.24,132.56,0.3333333333333333,0.29633333333333334,0.17700000000000002,0.556
2025,90,Fall,Zappos,Graphic Tees,10,0,10,0,0.0,0.0,0.0,0.0,0.17266666666666666,
2025,90,Fall,Zappos,Loungewear,1,0,1,0,0.0,0.0,0.0,0.0,0.206,
2025,90,Fall,Zappos,Men's Denim,25,0,25,0,0.0,0.0,0.0,0.0,0.18055555555555555,
2025,90,Fall,Zappos,Outerwear,7,0,7,0,0.0,0.0,0.0,0.0,0.175,
2025,90,Fall,Zappos,Seasonal Capsule,5,5,0,5,189.74,82.64,1.0,1.0,0.04633333333333334,0.436
2025,90,Fall,Zappos,Tops & Blouses,4,0,4,0,0.0,0.0,0.0,0.0,0.188,
2025,90,Fall,Zappos,Women's Denim,8,0,8,0,0.0,0.0,0.0,0.0,0.19133333333333336,
2025,91,Fall,Amazon,Accessories,37,3,34,3,34.44,17.25,0.05,0.05,0.1754,0.501
2025,91,Fall,Amazon,Activewear,29,0,29,0,0.0,0.0,0.0,0.0,0.1625,
2025,91,Fall,Amazon,Aerie Intimates,56,0,56,0,0.0,0.0,0.0,0.0,0.19075,
2025,91,Fall,Amazon,Graphic Tees,75,2,73,2,46.76,26.14,0.015625,0.015625,0.1795,0.559
2025,91,Fall,Amazon,Loungewear,34,1,33,1,19.21,8.22,0.04175,0.03575,0.1875,0.428
2025,91,Fall,Amazon,Men's Denim,71,2,69,2,115.34,45.96,0.024666666666666667,0.022222222222222223,0.186,0.398
2025,91,Fall,Amazon,Outerwear,31,0,31,0,0.0,0.0,0.0,0.0,0.16649999999999998,
2025,91,Fall,Amazon,Seasonal Capsule,20,16,4,16,939.5999999999999,415.1,0.75,0.66425,0.0935,0.442
2025,91,Fall,Amazon,Tops & Blouses,84,0,84,0,0.0,0.0,0.0,0.0,0.1804285714285714,
2025,91,Fall,Amazon,Women's Denim,49,2,47,2,104.3,50.22,0.019666666666666666,0.022166666666666668,0.1765,0.481
2025,91,Fall,Macy's,Accessories,47,12,35,12,236.31,130.47,0.35133333333333333,0.34255555555555556,0.18166666666666667,0.552
2025,91,Fall,Macy's,Activewear,49,7,42,7,307.72999999999996,141.51999999999998,0.15425,0.146875,0.18625,0.46
2025,91,Fall,Macy's,Aerie Intimates,45,12,33,12,338.46,161.76,0.20833333333333334,0.20833333333333334,0.17716666666666667,0.478
2025,91,Fall,Macy's,Graphic Tees,47,22,25,21,334.75,181.26,0.4905,0.477875,0.190125,0.541
2025,91,Fall,Macy's,Loungewear,35,7,28,7,230.95999999999998,116.03999999999999,0.15537499999999999,0.151875,0.18512499999999998,0.502
2025,91,Fall,Macy's,Men's Denim,52,21,31,20,1032.6,452.28999999999996,0.31471428571428567,0.30578571428571427,0.18692857142857142,0.438
2025,91,Fall,Macy's,Outerwear,25,15,10,15,1074.8700000000001,359.19000000000005,0.49666666666666665,0.5339999999999999,0.17666666666666667,0.334
2025,91,Fall,Macy's,Seasonal Capsule,29,24,5,24,1248.53,536.03,0.7618571428571429,0.7618571428571429,0.11914285714285715,0.429
2025,91,Fall,Macy's,Tops & Blouses,98,48,50,48,1407.6399999999999,663.0699999999999,0.293,0.26555555555555554,0.1648888888888889,0.471
2025,91,Fall,Macy's,Women's Denim,39,9,30,8,307.62,138.85999999999999,0.20133333333333334,0.15883333333333335,0.20033333333333334,0.451
2025,91,Fall,Nordstrom,Accessories,12,1,11,1,24.59,12.2,0.08333333333333333,0.08333333333333333,0.167,0.496
2025,91,Fall,Nordstrom,Activewear,20,1,19,1,25.19,12.99,0.14285714285714285,0.14285714285714285,0.18528571428571428,0.516
2025,91,Fall,Nordstrom,Aerie Intimates,45,24,21,23,664.62,356.95,0.188,0.17255555555555555,0.18688888888888888,0.537
2025,91,Fall,Nordstrom,Graphic Tees,17,10,7,9,203.51,112.53999999999999,0.4,0.4,0.1706,0.553
2025,91,Fall,Nordstrom,Loungewear,10,0,10,0,0.0,0.0,0.0,0.0,0.18533333333333335,
2025,91,Fall,Nordstrom,Men's Denim,41,7,34,7,423.64,200.55,0.08333333333333333,0.07291666666666667,0.18200000000000002,0.473
2025,91,Fall,Nordstrom,Outerwear,15,0,15,0,0.0,0.0,0.0,0.0,0.161,
2025,91,Fall,Nordstrom,Seasonal Capsule,17,11,6,9,502.74,220.99,0.6666000000000001,0.5766,0.1244,0.44
2025,91,Fall,Nordstrom,Tops & Blouses,61,16,45,16,487.78999999999996,224.85,0.11542857142857144,0.10714285714285714,0.16885714285714284,0.461
2025,91,Fall,Nordstrom,Women's Denim,8,1,7,1,56.01,23.34,0.25,0.25,0.1855,0.417
2025,91,Fall,NuOrder_Direct,Accessories,14,9,5,9,187.92,94.41,0.7858,0.775,0.1812,0.502
2025,91,Fall,NuOrder_Direct,Activewear,25,24,1,23,1006.3499999999999,475.42,0.9375,0.921875,0.186875,0.472
2025,91,Fall,NuOrder_Direct,Aerie Intimates,36,23,13,23,572.3100000000001,278.31,0.712,0.69625,0.18837500000000001,0.486
2025,91,Fall,NuOrder_Direct,Graphic Tees,5,5,0,5,94.33000000000001,46.96,1.0,1.0,0.17166666666666666,0.498
2025,91,Fall,NuOrder_Direct,Loungewear,16,15,1,15,507.8,241.8,0.95,0.95,0.19319999999999998,0.476
2025,91,Fall,NuOrder_Direct,Men's Denim,27,22,5,21,1054.25,437.63,0.8571,0.8547,0.18660000000000002,0.415
2025,91,Fall,NuOrder_Direct,Outerwear,7,7,0,6,523.48,183.1,1.0,0.8335,0.1605,0.35
2025,91,Fall,NuOrder_Direct,Seasonal Capsule,3,3,0,3,120.01,51.650000000000006,1.0,1.0,0.0655,0.43
2025,91,Fall,NuOrder_Direct,Tops & Blouses,26,23,3,21,754.19,379.15,0.781,0.732,0.1717142857142857,0.503
2025,91,Fall,NuOrder_Direct,Women's Denim,23,18,5,18,868.14,385.46999999999997,0.849,0.809125,0.182125,0.444
2025,91,Fall,Zappos,Accessories,11,0,11,0,0.0,0.0,0.0,0.0,0.19675,
2025,91,Fall,Zappos,Activewear,6,0,6,0,0.0,0.0,0.0,0.0,0.20074999999999998,
2025,91,Fall,Zappos,Aerie Intimates,8,7,1,7,206.85,114.38,0.5,0.5,0.16599999999999998,0.553
2025,91,Fall,Zappos,Graphic Tees,11,0,11,0,0.0,0.0,0.0,0.0,0.17033333333333334,
2025,91,Fall,Zappos,Men's Denim,26,0,26,0,0.0,0.0,0.0,0.0,0.1948888888888889,
2025,91,Fall,Zappos,Outerwear,8,0,8,0,0.0,0.0,0.0,0.0,0.175,
2025,91,Fall,Zappos,Seasonal Capsule,5,5,0,5,185.35,78.25,1.0,1.0,0.06866666666666667,0.422
2025,91,Fall,Zappos,Tops & Blouses,3,0,3,0,0.0,0.0,0.0,0.0,0.185,
2025,91,Fall,Zappos,Women's Denim,11,0,11,0,0.0,0.0,0.0,0.0,0.19899999999999998,
2025,92,Holiday,Amazon,Accessories,42,3,39,3,34.47,17.28,0.0428,0.0376,0.1782,0.501
2025,92,Holiday,Amazon,Activewear,27,0,27,0,0.0,0.0,0.0,0.0,0.1865,
2025,92,Holiday,Amazon,Aerie Intimates,67,0,67,0,0.0,0.0,0.0,0.0,0.19025,
2025,92,Holiday,Amazon,Graphic Tees,59,0,59,0,0.0,0.0,0.0,0.0,0.17242857142857143,
2025,92,Holiday,Amazon,Loungewear,30,1,29,1,18.83,7.84,0.05,0.04175,0.197,0.416
2025,92,Holiday,Amazon,Men's Denim,76,5,71,5,291.41,126.42,0.051750000000000004,0.051750000000000004,0.1915,0.434
2025,92,Holiday,Amazon,Outerwear,35,0,35,0,0.0,0.0,0.0,0.0,0.1725,
2025,92,Holiday,Amazon,Seasonal Capsule,26,21,5,21,1213.28,523.41,0.8,0.7666000000000001,0.11019999999999999,0.431
2025,92,Holiday,Amazon,Tops & Blouses,97,0,97,0,0.0,0.0,0.0,0.0,0.1668,
2025,92,Holiday,Amazon,Women's Denim,45,0,45,0,0.0,0.0,0.0,0.0,0.17916666666666667,
2025,92,Holiday,Macy's,Accessories,38,12,26,12,242.45,131.72,0.2915,0.30175,0.18375,0.543
2025,92,Holiday,Macy's,Activewear,42,5,37,5,234.82,105.3,0.08114285714285716,0.07928571428571428,0.18742857142857144,0.448
2025,92,Holiday,Macy's,Aerie Intimates,41,0,41,0,0.0,0.0,0.0,0.0,0.1726,
2025,92,Holiday,Macy's,Graphic Tees,37,11,26,11,183.61,100.75999999999999,0.22357142857142856,0.2337142857142857,0.18642857142857142,0.549
2025,92,Holiday,Macy's,Loungewear,35,5,30,5,221.64,115.96000000000001,0.11787500000000001,0.12087500000000001,0.19475,0.523
2025,92,Holiday,Macy's,Men's Denim,53,16,37,16,767.75,323.7,0.2956666666666667,0.29175,0.18666666666666668,0.422
2025,92,Holiday,Macy's,Outerwear,34,11,23,11,649.1800000000001,212.99,0.2273333333333333,0.254,0.17733333333333334,0.328
2025,92,Holiday,Macy's,Seasonal Capsule,21,21,0,21,1003.98,432.97,1.0,0.9666,0.0994,0.431
2025,92,Holiday,Macy's,Tops & Blouses,98,41,57,38,1076.77,507.0,0.2725555555555556,0.26744444444444443,0.17066666666666666,0.471
2025,92,Holiday,Macy's,Women's Denim,21,7,14,7,281.55,128.11,0.312,0.3,0.19099999999999998,0.455
2025,92,Holiday,Nordstrom,Accessories,13,1,12,1,24.7,12.31,0.08333333333333333,0.08333333333333333,0.18000000000000002,0.498
2025,92,Holiday,Nordstrom,Activewear,14,0,14,0,0.0,0.0,0.0,0.0,0.18580000000000002,
2025,92,Holiday,Nordstrom,Aerie Intimates,35,19,16,19,540.1400000000001,286.75,0.20242857142857143,0.18685714285714286,0.18742857142857144,0.531
2025,92,Holiday,Nordstrom,Graphic Tees,17,8,9,7,159.54000000000002,89.19,0.3556,0.33340000000000003,0.16499999999999998,0.559
2025,92,Holiday,Nordstrom,Loungewear,10,0,10,0,0.0,0.0,0.0,0.0,0.204,
2025,92,Holiday,Nordstrom,Men's Denim,32,6,26,5,298.6,139.25,0.1,0.07139999999999999,0.1905,0.466
2025,92,Holiday,Nordstrom,Outerwear,21,0,21,0,0.0,0.0,0.0,0.0,0.16899999999999998,
2025,92,Holiday,Nordstrom,Seasonal Capsule,11,9,2,8,456.51,196.83,0.75,0.7,0.10875,0.431
2025,92,Holiday,Nordstrom,Tops & Blouses,53,5,48,5,163.85,74.05,0.06949999999999999,0.06949999999999999,0.1758333333333333,0.452
2025,92,Holiday,Nordstrom,Women's Denim,8,0,8,0,0.0,0.0,0.0,0.0,0.18133333333333335,
2025,92,Holiday,NuOrder_Direct,Accessories,8,6,2,6,154.02,77.78999999999999,0.83325,0.83325,0.17125,0.505
2025,92,Holiday,NuOrder_Direct,Activewear,22,19,3,17,776.2299999999999,360.08,0.9375,0.9,0.18016666666666667,0.464
2025,92,Holiday,NuOrder_Direct,Aerie Intimates,35,22,13,22,524.38,247.76,0.8055,0.8024999999999999,0.1845,0.472
2025,92,Holiday,NuOrder_Direct,Graphic Tees,6,6,0,6,109.67999999999999,55.44,1.0,1.0,0.17975,0.505
2025,92,Holiday,NuOrder_Direct,Loungewear,19,14,5,14,456.36,220.65,0.7999999999999999,0.8278333333333334,0.19033333333333333,0.483
2025,92,Holiday,NuOrder_Direct,Men's Denim,25,20,5,20,977.29,408.15000000000003,0.8254444444444444,0.8115555555555556,0.18777777777777777,0.418
2025,92,Holiday,NuOrder_Direct,Outerwear,9,9,0,9,783.21,272.64,1.0,0.9285,0.17099999999999999,0.348
2025,92,Holiday,NuOrder_Direct,Seasonal Capsule,4,4,0,4,148.43,63.18,1.0,1.0,0.0795,0.426
2025,92,Holiday,NuOrder_Direct,Tops & Blouses,23,20,3,19,661.52,330.01,0.8373333333333334,0.7818333333333333,0.17983333333333332,0.499
2025,92,Holiday,NuOrder_Direct,Women's Denim,14,12,2,12,595.89,275.73,0.8333333333333334,0.8095,0.1805,0.463
2025,92,Holiday,Zappos,Accessories,11,0,11,0,0.0,0.0,0.0,0.0,0.19875,
2025,92,Holiday,Zappos,Activewear,2,0,2,0,0.0,0.0,0.0,0.0,0.194,
2025,92,Holiday,Zappos,Aerie Intimates,11,0,11,0,0.0,0.0,0.0,0.0,0.18200000000000002,
2025,92,Holiday,Zappos,Graphic Tees,9,0,9,0,0.0,0.0,0.0,0.0,0.17600000000000002,
2025,92,Holiday,Zappos,Men's Denim,29,0,29,0,0.0,0.0,0.0,0.0,0.19187500000000002,
2025,92,Holiday,Zappos,Outerwear,12,0,12,0,0.0,0.0,0.0,0.0,0.1855,
2025,92,Holiday,Zappos,Seasonal Capsule,5,5,0,5,185.56,78.46000000000001,1.0,1.0,0.06766666666666667,0.423
2025,92,Holiday,Zappos,Tops & Blouses,5,0,5,0,0.0,0.0,0.0,0.0,0.177,
2025,92,Holiday,Zappos,Women's Denim,3,0,3,0,0.0,0.0,0.0,0.0,0.2025,
2025,93,Holiday,Amazon,Accessories,24,4,20,4,45.8,22.88,0.0715,0.0625,0.17149999999999999,0.5
2025,93,Holiday,Amazon,Activewear,22,0,22,0,0.0,0.0,0.0,0.0,0.183,
2025,93,Holiday,Amazon,Aerie Intimates,21,0,21,0,0.0,0.0,0.0,0.0,0.1735,
2025,93,Holiday,Amazon,Graphic Tees,63,0,63,0,0.0,0.0,0.0,0.0,0.18542857142857144,
2025,93,Holiday,Amazon,Loungewear,25,0,25,0,0.0,0.0,0.0,0.0,0.18966666666666665,
2025,93,Holiday,Amazon,Men's Denim,50,3,47,3,173.7,69.63,0.06,0.06,0.18480000000000002,0.401
2025,93,Holiday,Amazon,Outerwear,43,0,43,0,0.0,0.0,0.0,0.0,0.16549999999999998,
2025,93,Holiday,Amazon,Seasonal Capsule,27,22,5,20,1149.05,484.42999999999995,0.8333333333333334,0.8148333333333334,0.10766666666666667,0.422
2025,93,Holiday,Amazon,Tops & Blouses,90,0,90,0,0.0,0.0,0.0,0.0,0.18839999999999998,
2025,93,Holiday,Amazon,Women's Denim,42,1,41,1,50.19,23.15,0.011166666666666667,0.009833333333333333,0.18583333333333332,0.461
2025,93,Holiday,Macy's,Accessories,20,5,15,5,111.63,59.43,0.30957142857142855,0.3061428571428571,0.18485714285714286,0.532
2025,93,Holiday,Macy's,Activewear,45,1,44,1,22.71,9.39,0.03571428571428571,0.03571428571428571,0.19114285714285714,0.413
2025,93,Holiday,Macy's,Aerie Intimates,38,9,29,9,252.48,118.49,0.19425,0.19425,0.178,0.469
2025,93,Holiday,Macy's,Graphic Tees,27,16,11,16,265.86,143.33,0.47783333333333333,0.4916666666666667,0.18683333333333332,0.539
2025,93,Holiday,Macy's,Loungewear,38,4,34,4,153.49,76.17,0.09999999999999999,0.09999999999999999,0.1967142857142857,0.496
2025,93,Holiday,Macy's,Men's Denim,27,14,13,14,698.9200000000001,301.36,0.40914285714285714,0.44042857142857145,0.17814285714285713,0.431
2025,93,Holiday,Macy's,Outerwear,32,13,19,13,808.24,274.74,0.296,0.3193333333333333,0.167,0.34
2025,93,Holiday,Macy's,Seasonal Capsule,20,19,1,19,928.71,399.14,0.9334,0.8534,0.1068,0.43
2025,93,Holiday,Macy's,Tops & Blouses,111,47,64,43,1224.68,570.06,0.4211111111111111,0.39955555555555555,0.17444444444444446,0.465
2025,93,Holiday,Macy's,Women's Denim,20,7,13,7,267.45,118.84,0.2806666666666667,0.3193333333333333,0.19666666666666666,0.444
2025,93,Holiday,Nordstrom,Accessories,12,1,11,1,24.56,12.17,0.08333333333333333,0.08333333333333333,0.18016666666666667,0.496
2025,93,Holiday,Nordstrom,Activewear,15,0,15,0,0.0,0.0,0.0,0.0,0.1958,
2025,93,Holiday,Nordstrom,Aerie Intimates,20,5,15,5,145.65,79.6,0.07139999999999999,0.07139999999999999,0.1898,0.547
2025,93,Holiday,Nordstrom,Graphic Tees,17,8,9,8,178.20000000000002,97.53999999999999,0.3556,0.375,0.1776,0.547
2025,93,Holiday,Nordstrom,Loungewear,10,0,10,0,0.0,0.0,0.0,0.0,0.20666666666666667,
2025,93,Holiday,Nordstrom,Men's Denim,34,7,27,6,352.56,161.34,0.16666666666666666,0.14283333333333334,0.1785,0.458
2025,93,Holiday,Nordstrom,Outerwear,24,0,24,0,0.0,0.0,0.0,0.0,0.17975000000000002,
2025,93,Holiday,Nordstrom,Seasonal Capsule,11,9,2,9,525.22,223.15,0.75,0.6875,0.118,0.425
2025,93,Holiday,Nordstrom,Tops & Blouses,52,3,49,3,97.68,43.8,0.041666666666666664,0.041666666666666664,0.17300000000000001,0.448
2025,93,Holiday,Nordstrom,Women's Denim,10,1,9,1,56.48,23.81,0.16666666666666666,0.16666666666666666,0.18533333333333335,0.422
2025,93,Holiday,NuOrder_Direct,Accessories,6,6,0,6,144.92000000000002,74.28,1.0,1.0,0.1845,0.513
2025,93,Holiday,NuOrder_Direct,Activewear,22,21,1,21,897.6899999999999,417.46000000000004,0.9833333333333334,0.9696666666666666,0.18600000000000003,0.465
2025,93,Holiday,NuOrder_Direct,Aerie Intimates,28,17,11,17,413.33,191.46,0.7688,0.7642,0.1822,0.463
2025,93,Holiday,NuOrder_Direct,Graphic Tees,5,4,1,4,71.25,34.82,0.8333333333333334,0.8333333333333334,0.18499999999999997,0.489
2025,93,Holiday,NuOrder_Direct,Loungewear,18,10,8,10,328.38,157.88,0.47000000000000003,0.47000000000000003,0.1946,0.481
2025,93,Holiday,NuOrder_Direct,Men's Denim,15,11,4,10,543.01,232.66000000000003,0.7142,0.6858000000000001,0.18,0.428
2025,93,Holiday,NuOrder_Direct,Outerwear,8,7,1,7,621.74,218.56,0.8335,0.8335,0.16099999999999998,0.352
2025,93,Holiday,NuOrder_Direct,Seasonal Capsule,4,4,0,4,148.54000000000002,63.28999999999999,1.0,1.0,0.0815,0.426
2025,93,Holiday,NuOrder_Direct,Tops & Blouses,24,21,3,21,731.91,364.08,0.8624999999999999,0.8184999999999999,0.18333333333333335,0.497
2025,93,Holiday,NuOrder_Direct,Women's Denim,12,11,1,10,490.81,224.85,0.9,0.8428000000000001,0.18080000000000002,0.458
2025,93,Holiday,Zappos,Accessories,6,0,6,0,0.0,0.0,0.0,0.0,0.19799999999999998,
2025,93,Holiday,Zappos,Activewear,2,0,2,0,0.0,0.0,0.0,0.0,0.2005,
2025,93,Holiday,Zappos,Aerie Intimates,11,0,11,0,0.0,0.0,0.0,0.0,0.18100000000000002,
2025,93,Holiday,Zappos,Graphic Tees,11,0,11,0,0.0,0.0,0.0,0.0,0.17433333333333334,
2025,93,Holiday,Zappos,Men's Denim,17,0,17,0,0.0,0.0,0.0,0.0,0.1898,
2025,93,Holiday,Zappos,Outerwear,8,0,8,0,0.0,0.0,0.0,0.0,0.175,
2025,93,Holiday,Zappos,Seasonal Capsule,6,6,0,6,250.14,103.59,1.0,1.0,0.07675,0.414
2025,93,Holiday,Zappos,Tops & Blouses,4,0,4,0,0.0,0.0,0.0,0.0,0.173,
2025,93,Holiday,Zappos,Women's Denim,2,0,2,0,0.0,0.0,0.0,0.0,0.191,
2025,94,Holiday,Amazon,Accessories,23,3,20,3,33.57,16.38,0.05775,0.05,0.179,0.488
2025,94,Holiday,Amazon,Activewear,29,0,29,0,0.0,0.0,0.0,0.0,0.178,
2025,94,Holiday,Amazon,Aerie Intimates,22,0,22,0,0.0,0.0,0.0,0.0,0.176,
2025,94,Holiday,Amazon,Graphic Tees,46,3,43,3,70.11,39.18,0.028599999999999997,0.03,0.1778,0.559
2025,94,Holiday,Amazon,Loungewear,25,0,25,0,0.0,0.0,0.0,0.0,0.1865,
2025,94,Holiday,Amazon,Men's Denim,40,2,38,2,115.46,46.08,0.05,0.05,0.1836,0.399
2025,94,Holiday,Amazon,Outerwear,44,0,44,0,0.0,0.0,0.0,0.0,0.1855,
2025,94,Holiday,Amazon,Seasonal Capsule,32,26,6,24,1363.81,557.89,0.8571428571428571,0.8262857142857143,0.12857142857142856,0.409
2025,94,Holiday,Amazon,Tops & Blouses,85,0,85,0,0.0,0.0,0.0,0.0,0.1822,
2025,94,Holiday,Amazon,Women's Denim,49,2,47,2,101.92,47.84,0.019666666666666666,0.022166666666666668,0.1875,0.469
2025,94,Holiday,Macy's,Accessories,22,4,18,4,91.27000000000001,48.0,0.2632857142857143,0.26671428571428574,0.18685714285714286,0.526
2025,94,Holiday,Macy's,Activewear,42,9,33,9,427.59000000000003,194.9,0.1315,0.13449999999999998,0.18916666666666668,0.456
2025,94,Holiday,Macy's,Aerie Intimates,31,6,25,5,136.67000000000002,62.72,0.222,0.20633333333333334,0.18533333333333335,0.459
2025,94,Holiday,Macy's,Graphic Tees,18,13,5,13,231.13,130.65,0.52675,0.5625,0.17174999999999999,0.565
2025,94,Holiday,Macy's,Loungewear,30,2,28,2,62.67,31.57,0.057166666666666664,0.051666666666666666,0.1925,0.504
